	sub	ses	task	run	desc	regressors	space	meanFD	relMeansRMSMotion	relMaxRMSMotion	meanDVInit	meanDVFinal	nVolCensored	nVolsRemoved	motionDVCorrInit	motionDVCorrFinal	coregDice	coregJaccard	coregCrossCorr	coregCoverage	normDice	normJaccard	normCrossCorr	normCoverage	medianFD	motionExclude	normCrossCorrExclude	fmriExclude
0	10703	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0906503280898876	0.3254482054233086	0.6311195645992921	71.30605743502825	71.30605743502825	0	2	0.7529204323472207	0.7529204323472207	0.922286108481054	0.855780106147811	0.9075354870777336	0.9444023304032294	0.9362661914837423	0.8801696288939876	0.9149802694687902	0.9443185714985548	0.0637168	0	0	0
1	10703	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0748279162921348	1.334014535245083	2.062095304972348	78.95316343502824	78.95316343502824	0	2	0.4315265014675185	0.4315265014675185	0.9211724315304486	0.8538643787507619	0.9088587489354384	0.9446201874284086	0.9354584906062444	0.8787430854988242	0.9140303974024128	0.9462144658285224	0.0534838	0	0	0
2	10753	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0514747056741573	0.0755730026394101	0.271362628322048	82.63692344632769	82.63692344632769	0	2	0.2044124091326758	0.2044124091326758	0.932466078365542	0.8734767668439811	0.921684960611078	0.9626337353356332	0.9458401429483289	0.897245457243746	0.9281609403538952	0.9624888958384322	0.0462345	0	0	0
3	20294	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0838620093258426	0.1603825388440418	2.214082337165445	32.94057142937853	32.94057142937853	0	2	0.8903291840233613	0.8903291840233613	0.921212686675958	0.8539335560384437	0.9118062308051796	0.9761599530712928	0.9363655928186192	0.8803453390530848	0.916892512609672	0.9715435434445946	0.0284478	0	0	0
4	10695	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	1.2598368971910112	1.0522787585259434	8.4782070918236	398.9804455310734	398.9804455310734	0	2	0.6316210354710873	0.6316210354710873	0.9014985462613252	0.8206621331206585	0.8905120205134405	0.9636520259643704	0.9140999496774832	0.8417901347421354	0.8859286253818269	0.977708493068519	0.508665	1	0	1
5	20693	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.1074886224719101	0.1732893662282159	0.476145305697746	48.74831236723164	48.74831236723164	0	2	0.7932012475327654	0.7932012475327654	0.9099939339701268	0.8348521740659625	0.8994300437721964	0.965789368842294	0.928404665936754	0.8663761743124191	0.9067570741093908	0.9677132504487732	0.0763227	0	0	0
6	21164	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0520365505617977	0.1355449083953354	0.2758146258478328	28.04281971751412	28.04281971751412	0	2	0.5271335175493727	0.5271335175493727	0.921465852942021	0.8543687332066322	0.9110929677270968	0.9717384367043936	0.9301771742532746	0.8694684314704358	0.908775959525352	0.9659973971104152	0.041694	0	0	0
7	20678	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.044919804494382	0.1950035712103162	0.5745495108572802	29.467205175141245	29.467205175141245	0	2	0.3561002543196138	0.3561002543196138	0.885158081226776	0.7939763174682264	0.875517081882417	0.9804717653069216	0.8983081994224246	0.8153897477965031	0.872437060389996	0.9779453834140004	0.0394755	0	0	0
8	20678	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0588000071348314	0.088928413732307	0.1904141046054362	33.134119344632765	33.134119344632765	0	2	0.3310289025777096	0.3310289025777096	0.9039576176685632	0.824746955264374	0.8941935089570513	0.9811298336956868	0.917425768164638	0.8474483699923869	0.8945959377523006	0.9773269512533164	0.0526134	0	0	0
9	20856	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.2123678053370786	0.3686822806765423	1.7778734755533083	44.87141931073447	44.87141931073447	0	2	0.8546648308256921	0.8546648308256921	0.903109651405094	0.8233363093785616	0.8934365725522218	0.9883622152800632	0.9132080928310068	0.8402787017524282	0.889594187312918	0.9771134141533118	0.0566025	0	0	0
10	20136	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0478975397752809	0.1087022785564397	0.3261431993113454	35.5262990677966	35.5262990677966	0	2	0.240037938831603	0.240037938831603	0.9075854513672824	0.8308068145954571	0.8970106633971341	0.9662783647236703	0.9202676702630144	0.8523109338470806	0.8966616397691661	0.9657508214703237	0.0418773	0	0	0
11	20136	1	rest	1	preproc	template_res-derivative_aCompCor	MNI152	0.0478975397752809	0.1087022785564397	0.3261431993113454	35.5262990677966	35.5262990677966	0	2	0.240037938831603	0.240037938831603	0.9075854513672824	0.8308068145954571	0.8970106633971341	0.9662783647236703	0.9202676702630144	0.8523109338470806	0.8966616397691661	0.9657508214703237	0.0418773	0	0	0
